Источник,Территория,Ключевое слово,Название,Год от,Год до,URL,Описание
gpib,Калужская губерния,топографическая,Военно-топографическаякарта генерального штаба: р. Волга,,,http://elib.shpl.ru/ru/nodes/115201,
gpib,Калужская губерния,топографическая,Военно-топографическаякарта генерального штаба: р. Иловля,,,http://elib.shpl.ru/ru/nodes/115202,
gpib,Калужская губерния,топографическая,Военно-топографическаякарта генерального штаба: р. Иловля,,,http://elib.shpl.ru/ru/nodes/115208,
gpib,Калужская губерния,топографическая,"Кавказом в статистическом, этнографическом,топографическоми финансовом отношениях : произведенное и изданное",,,http://elib.shpl.ru/ru/nodes/70312,
gpib,Калужская губерния,топографическая,"почтовой атлас Российской империи, разделенный нагубернии, с показанием главных почтовых дорог. – СПб.,",,,http://elib.shpl.ru/ru/nodes/100587,
gpib,Калужская губерния,топографическая,Краткие медико-топографическиесведения о старорусских соляных источниках : (с приложением планов города,,,http://elib.shpl.ru/ru/nodes/46020,
gpib,Калужская губерния,топографическая,Карта Московской промышленной области и Верхняго Поволжья,,,http://elib.shpl.ru/ru/nodes/171,
gpib,Калужская губерния,топографическая,"Краткий военно-топографическийочерк крепости Владивосток и ее района. – Владивосток, 1899.",1899,1899,http://elib.shpl.ru/ru/nodes/100161,
gpib,Калужская губерния,топографическая,Схема размещения на территории Тамбовскойгуберниикрупнопоместных дворянских усадеб,,,http://elib.shpl.ru/ru/nodes/109711,
gpib,Калужская губерния,топографическая,Вып. 5 : Минометы; Служба связи; Военно-топографическаяслужба; Санитарная служба; Подготовка войск;,,,http://elib.shpl.ru/ru/nodes/17537,
gpib,Калужская губерния,топографическая,Карта волостей Курскойгубернии,,,http://elib.shpl.ru/ru/nodes/115467,
gpib,Калужская губерния,топографическая,Карта волостей Могилевскойгубернии,,,http://elib.shpl.ru/ru/nodes/115469,
gpib,Калужская губерния,топографическая,Карта волостей Киевскойгубернии,,,http://elib.shpl.ru/ru/nodes/115463,
gpib,Калужская губерния,топографическая,Квартирная карта войск в Орловскойгуберниив 1840 г.,1840,1840,http://elib.shpl.ru/ru/nodes/116292,
gpib,Калужская губерния,топографическая,Квартирная карта Тульскойгубернии1858 г.,,,http://elib.shpl.ru/ru/nodes/116738,
gpib,Калужская губерния,топографическая,Квартирная карта Рязанскойгубернии1840 г.,,,http://elib.shpl.ru/ru/nodes/116584,
gpib,Калужская губерния,топографическая,Квартирная карта Херсонскойгубернии1838 г.,,,http://elib.shpl.ru/ru/nodes/116802,
gpib,Калужская губерния,топографическая,Квартирная карта Тобольскойгубернии1841 г.,,,http://elib.shpl.ru/ru/nodes/116804,
gpib,Калужская губерния,топографическая,Квартирная карта Черниговскойгубернии1838 г.,,,http://elib.shpl.ru/ru/nodes/116817,
gpib,Калужская губерния,топографическая,Квартирная карта Полтавскойгубернии1840 г.,,,http://elib.shpl.ru/ru/nodes/116462,
gpib,Калужская губерния,топографическая,"АтласКалужскогонаместничества, состоящего из двенадцати городов и уездов... Описании и алфавиты к Калужскому",,,http://elib.shpl.ru/ru/nodes/100774,
gpib,Калужское наместничество,карта,"КартаСмоленского,Калужскогои Могилевскогонаместничеств",,,http://elib.shpl.ru/ru/nodes/58873,
gpib,Калужское наместничество,карта,БоровскКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/607,
gpib,Калужское наместничество,карта,ЖиздраКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/608,
gpib,Калужское наместничество,карта,КозельскКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/609,
gpib,Калужское наместничество,карта,ЛихвинКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/610,
gpib,Калужское наместничество,карта,МалоярославецКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/611,
gpib,Калужское наместничество,карта,МедыньКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/612,
